Date,Year,Month,Day,Address,State,County,City,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
5/14/2021,2021,5,14,9399 Lima St,Minnesota,Anoka,Blaine,0.041529,0.045,11,42,0.0625,0.1,0,1,0.386364,0.6,10,0,5.920833,15.2,5,14
5/15/2021,2021,5,15,9399 Lima St,Minnesota,Anoka,Blaine,0.040824,0.054000000000000006,11,50,0,0,0,0,0.395455,0.6,11,0,4.1375,8.5,5,8
5/16/2021,2021,5,16,9399 Lima St,Minnesota,Anoka,Blaine,0.035765,0.046,12,43,0.041667,0.1,0,1,0.331818,0.4,11,0,4.945833,9.4,23,8
5/17/2021,2021,5,17,9399 Lima St,Minnesota,Anoka,Blaine,0.046375,0.058,11,61,0.058333,0.1,0,1,0.359091,0.5,10,0,7.566667,22,6,21
5/18/2021,2021,5,18,9399 Lima St,Minnesota,Anoka,Blaine,0.036882,0.049,10,45,0.033333,0.1,1,1,0.427273,0.5,10,0,7.347619,25.1,1,24
5/19/2021,2021,5,19,9399 Lima St,Minnesota,Anoka,Blaine,0.020706,0.027000000000000003,10,25,0,0,0,0,0.459091,0.5,0,0,5.425,9.6,6,8
5/20/2021,2021,5,20,9399 Lima St,Minnesota,Anoka,Blaine,0.023941,0.026,20,24,0.057142999999999985,0.1,12,1,0.481818,0.6,3,0,4.970833,8.5,7,8
5/21/2021,2021,5,21,9399 Lima St,Minnesota,Anoka,Blaine,0.027824,0.035,14,32,0.1,0.1,0,1,0.45,0.5,0,0,5.075,10.4,8,9
5/22/2021,2021,5,22,9399 Lima St,Minnesota,Anoka,Blaine,0.032118,0.04,11,37,0.1,0.1,0,1,0.436364,0.5,7,0,3.45,5.3,23,5
5/23/2021,2021,5,23,9399 Lima St,Minnesota,Anoka,Blaine,0.013647,0.018000000000000002,11,17,0.1,0.1,0,1,0.359091,0.5,7,0,3.3875,7.9,3,7
5/24/2021,2021,5,24,9399 Lima St,Minnesota,Anoka,Blaine,0.042412,0.059,13,64,0.1,0.1,0,1,0.477273,0.7,14,0,4.691667,11.8,23,10
5/25/2021,2021,5,25,9399 Lima St,Minnesota,Anoka,Blaine,0.036647000000000006,0.048,12,44,0.1,0.1,0,1,0.545455,0.8,14,0,4.079167,11.2,6,10
5/26/2021,2021,5,26,9399 Lima St,Minnesota,Anoka,Blaine,0.032,0.037000000000000005,12,34,0.129167,0.2,11,2,0.309091,0.4,0,0,1.7166669999999995,3.2,2,3
5/27/2021,2021,5,27,9399 Lima St,Minnesota,Anoka,Blaine,0.026353,0.03,10,28,0.1,0.1,0,1,0.281818,0.3,0,0,1.416667,3.2,5,3
5/28/2021,2021,5,28,9399 Lima St,Minnesota,Anoka,Blaine,0.028,0.038,11,35,0.1,0.1,0,1,0.240909,0.3,1,0,1.425,6,21,6
5/29/2021,2021,5,29,9399 Lima St,Minnesota,Anoka,Blaine,0.040824,0.045,11,42,0.1,0.1,0,1,0.340909,0.5,11,0,3.558333,8.6,6,8
5/30/2021,2021,5,30,9399 Lima St,Minnesota,Anoka,Blaine,0.027882,0.031,7,29,0.1,0.1,0,1,0.368182,0.5,1,0,3.645833,5.1,20,5
5/31/2021,2021,5,31,9399 Lima St,Minnesota,Anoka,Blaine,0.038471,0.052000000000000005,13,48,0.104167,0.2,23,2,0.381818,0.5,15,0,3.366667,6,4,6
6/1/2021,2021,6,1,9399 Lima St,Minnesota,Anoka,Blaine,0.039412,0.055,10,51,0.17083299999999998,0.3,6,3,0.377273,0.4,7,0,8.62381,33.8,22,31
6/2/2021,2021,6,2,9399 Lima St,Minnesota,Anoka,Blaine,0.042941,0.052000000000000005,12,48,0.1625,0.2,0,2,0.6,1.1,10,1,12.841667,23.9,7,22
6/4/2021,2021,6,4,9399 Lima St,Minnesota,Anoka,Blaine,0.053867,0.061,9,71,0.1125,0.2,0,2,0.340909,0.6,11,0,6.133333,17.3,0,16
6/5/2021,2021,6,5,9399 Lima St,Minnesota,Anoka,Blaine,0.057118,0.064,10,80,0.083333,0.1,0,1,0.522727,0.7,12,0,3.716667,5.7,20,5
6/6/2021,2021,6,6,9399 Lima St,Minnesota,Anoka,Blaine,0.043353,0.054000000000000006,9,50,0.1,0.1,0,1,0.409091,0.6,0,0,3.204167,7.7,0,7
6/7/2021,2021,6,7,9399 Lima St,Minnesota,Anoka,Blaine,0.054294000000000016,0.07,10,100,0.079167,0.1,0,1,0.4,0.7,12,0,5.643478,8.6,5,8
6/8/2021,2021,6,8,9399 Lima St,Minnesota,Anoka,Blaine,0.054294000000000016,0.071,10,101,0.095833,0.1,0,1,0.368182,0.8,13,0,6.6375,23.2,6,22
6/9/2021,2021,6,9,9399 Lima St,Minnesota,Anoka,Blaine,0.051412,0.064,10,80,0.1,0.1,0,1,0.272727,0.6,13,0,5.654167,10.9,5,9
6/10/2021,2021,6,10,9399 Lima St,Minnesota,Anoka,Blaine,0.055941,0.066,10,87,0.095833,0.1,0,1,0.481818,0.8,12,0,6.9125,15.7,5,14
6/11/2021,2021,6,11,9399 Lima St,Minnesota,Anoka,Blaine,0.056941,0.062,11,74,0.083333,0.2,11,2,0.327273,0.5,14,0,4.6375,11.9,7,10
6/12/2021,2021,6,12,9399 Lima St,Minnesota,Anoka,Blaine,0.047,0.058,12,61,0.029167,0.1,11,1,0.259091,0.5,12,0,2.854167,6.5,21,6
6/13/2021,2021,6,13,9399 Lima St,Minnesota,Anoka,Blaine,0.057059,0.071,12,101,0.0875,0.2,3,2,0.286364,0.5,14,0,6.866667,18.2,6,17
6/14/2021,2021,6,14,9399 Lima St,Minnesota,Anoka,Blaine,0.035176,0.046,8,43,0,0,0,0,0.113636,0.2,8,0,3.429167,10.3,6,9
6/15/2021,2021,6,15,9399 Lima St,Minnesota,Anoka,Blaine,0.027176,0.033,11,31,0.066667,0.1,8,1,0.15,0.3,14,0,1.7380950000000002,3.7,7,3
6/16/2021,2021,6,16,9399 Lima St,Minnesota,Anoka,Blaine,0.050118,0.059,12,64,0.1,0.1,0,1,0.413636,0.7,14,0,4.375,9.1,8,8
6/17/2021,2021,6,17,9399 Lima St,Minnesota,Anoka,Blaine,0.039882,0.059,8,64,0.1,0.1,0,1,0.5727270000000001,1.1,12,1,5.3958330000000005,10.2,6,9
6/18/2021,2021,6,18,9399 Lima St,Minnesota,Anoka,Blaine,0.049647,0.057,11,58,0.154167,0.2,1,2,0.440909,0.6,13,0,7.125,24.3,1,23
6/19/2021,2021,6,19,9399 Lima St,Minnesota,Anoka,Blaine,0.035941,0.043,11,40,0.1125,0.2,0,2,0.313636,0.4,14,0,2.333333,7.7,23,7
6/20/2021,2021,6,20,9399 Lima St,Minnesota,Anoka,Blaine,0.027529,0.033,7,31,0.1,0.1,0,1,0.363636,0.4,8,0,3.3125,6.2,7,6
6/21/2021,2021,6,21,9399 Lima St,Minnesota,Anoka,Blaine,0.020882,0.03,12,28,0.1,0.1,0,1,0.22,0.3,0,0,2.583333,17.5,23,16
6/22/2021,2021,6,22,9399 Lima St,Minnesota,Anoka,Blaine,0.046706,0.055,12,51,0.154167,0.2,0,2,0.26818200000000003,0.4,18,0,7.591667,18.8,1,17
6/23/2021,2021,6,23,9399 Lima St,Minnesota,Anoka,Blaine,0.057588,0.068,12,93,0.1,0.1,0,1,0.57619,0.8,15,0,5.913043,11.6,5,10
6/24/2021,2021,6,24,9399 Lima St,Minnesota,Anoka,Blaine,0.039,0.052000000000000005,9,48,0.1,0.1,0,1,0.604545,0.8,10,0,3.725,9,6,8
6/25/2021,2021,6,25,9399 Lima St,Minnesota,Anoka,Blaine,0.031764999999999995,0.04,11,37,0.1,0.1,0,1,0.409091,0.6,17,0,2.654167,6.1,6,6
6/26/2021,2021,6,26,9399 Lima St,Minnesota,Anoka,Blaine,0.021294,0.031,8,29,0.1,0.1,0,1,0.395455,0.5,11,0,2.6125,4.5,0,4
6/27/2021,2021,6,27,9399 Lima St,Minnesota,Anoka,Blaine,0.031,0.044,11,41,0.1,0.1,0,1,0.390909,0.6,15,0,3.75,9.6,21,8
6/28/2021,2021,6,28,9399 Lima St,Minnesota,Anoka,Blaine,0.033471,0.046,9,43,0.1,0.1,0,1,0.418182,0.7,10,0,8.991667,17.3,6,16
6/29/2021,2021,6,29,9399 Lima St,Minnesota,Anoka,Blaine,0.037000000000000005,0.053,11,49,0.108333,0.2,22,2,0.481818,0.7,16,0,7.504761999999999,15.3,5,14
6/30/2021,2021,6,30,9399 Lima St,Minnesota,Anoka,Blaine,0.045083,0.051,9,47,0.229167,0.4,19,5,0.5363640000000001,0.7,10,0,5.7375,22.8,23,21
1/1/2021,2021,1,1,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.020882,0.024,9,22,0.236842,0.3,5,3,0.775,1.7,2,1,14.445833,25.1,6,24
1/2/2021,2021,1,2,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.020706,0.023,10,21,0.241667,0.4,10,5,0.208333,0.3,0,0,11.991667,21.9,7,20
1/3/2021,2021,1,3,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.019643,0.021,10,19,0.2,0.2,0,2,0.2,0.2,0,0,11.391667,15,4,14
1/4/2021,2021,1,4,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.015588,0.02,9,19,0.2,0.2,0,2,0.280952,0.4,17,0,12.6375,17.4,8,16
1/5/2021,2021,1,5,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.021059,0.024,10,22,0.2,0.2,0,2,0.404167,0.6,21,0,13.728571,21.4,7,20
1/6/2021,2021,1,6,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.025824,0.027000000000000003,11,25,0.2,0.2,0,2,0.466667,0.7,5,0,10.383333,20.1,5,19
1/7/2021,2021,1,7,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.024412,0.028,8,26,0.1875,0.2,0,2,0.7125,1.1,9,1,10.041667,16.1,16,15
1/8/2021,2021,1,8,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.019471,0.023,20,21,0.2,0.2,0,2,1.133333,1.9,18,1,13.4125,19.3,16,18
1/9/2021,2021,1,9,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.028824,0.033,9,31,0.2,0.2,0,2,1.145833,1.6,7,1,10.658333,15,20,14
1/10/2021,2021,1,10,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.0205,0.029,7,27,0.220833,0.3,19,3,1.304167,2.9,18,3,13.145832999999998,31.4,18,29
1/11/2021,2021,1,11,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.003294,0.009,7,8,0.4125,1,23,11,1.204762,2.3,23,3,26.983333,40.3,23,38
1/12/2021,2021,1,12,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.011176,0.02,9,19,0.625,1.1,1,13,1.570833,2.8,8,3,24.280952,41.3,1,39
1/13/2021,2021,1,13,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.008882,0.015,11,14,0.4375,0.6,8,7,1.470833,2.3,10,3,26.091667,33.2,9,31
1/14/2021,2021,1,14,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.010941,0.014,13,13,0.520833,0.8,11,9,1.4875,2.4,9,3,27.858333,43.9,6,41
1/15/2021,2021,1,15,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.023059,0.03,19,28,0.266667,0.3,0,3,0.466667,1,0,1,14.0625,25.2,4,24
1/16/2021,2021,1,16,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.020882,0.022,20,20,0.25416700000000003,0.3,11,3,0.404167,0.6,15,0,11.004167,17.8,11,16
1/17/2021,2021,1,17,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.019059,0.025,9,23,0.245833,0.3,0,3,0.604167,0.8,6,0,9.8125,16.1,7,15
1/18/2021,2021,1,18,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.013294,0.016,9,15,0.291667,0.3,0,3,0.8375,1.5,6,1,14.504167,23.7,7,22
1/19/2021,2021,1,19,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.016706,0.023,9,21,0.283333,0.3,0,3,1.004545,2,21,3,15.629167,25.6,21,24
1/20/2021,2021,1,20,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.026647000000000004,0.03,11,28,0.283333,0.4,8,5,0.904167,1.8,5,1,15.304545,34.2,5,32
1/21/2021,2021,1,21,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.009294,0.019,9,18,0.3375,0.8,23,9,1.054167,1.9,18,1,25.375,42.1,22,40
1/22/2021,2021,1,22,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.024471,0.028,22,26,0.425,0.9,0,10,0.870833,1.5,7,1,18.520833,35.5,0,33
1/23/2021,2021,1,23,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.030529,0.031,8,29,0.1875,0.2,0,2,0.554167,0.7,5,0,5.945833,9,0,8
1/24/2021,2021,1,24,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.031764999999999995,0.035,7,32,0.191667,0.2,0,2,0.720833,1,18,1,7.383333,12.4,18,11
1/25/2021,2021,1,25,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.023941,0.026,9,24,0.295833,0.5,13,6,0.8318180000000001,1.3,8,1,15.054167,20.4,19,19
1/26/2021,2021,1,26,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.022294,0.028,8,26,0.2,0.2,0,2,0.454167,1.3,6,1,13.445455,18,6,17
1/27/2021,2021,1,27,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.026,0.028,18,26,0.25416700000000003,0.4,10,5,0.679167,1.3,5,1,14.445833,24.6,6,23
1/28/2021,2021,1,28,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.032412,0.033,9,31,0.283333,0.4,9,5,0.6875,1.6,6,1,8.633333,15,7,14
1/29/2021,2021,1,29,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.033235,0.035,10,32,0.2,0.2,0,2,0.529167,0.9,3,0,6.8958330000000005,9.6,3,8
1/30/2021,2021,1,30,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.031,0.035,8,32,0.2,0.2,0,2,0.9375,2.3,5,3,10.591667,17.9,19,16
1/31/2021,2021,1,31,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.022786,0.024,7,22,0.233333,0.3,0,3,0.625,1.4,7,1,14.654167,19.1,14,18
2/1/2021,2021,2,1,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.030471,0.033,12,31,0.2,0.2,0,2,0.085714,0.4,0,0,8.970833,13.3,1,12
2/2/2021,2021,2,2,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.027235,0.029,19,27,0.22105300000000006,0.3,9,3,0.266667,0.4,20,0,11.238095,13.2,8,12
2/3/2021,2021,2,3,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.031588,0.034,16,31,0.2,0.2,0,2,0.383333,0.6,12,0,11.016667,18.3,8,17
2/4/2021,2021,2,4,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.016471,0.037000000000000005,8,34,0.25,0.5,22,6,0.758333,1.3,18,1,21.441667,49.4,21,46
2/5/2021,2021,2,5,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.019294,0.024,21,22,0.416667,0.5,0,6,0.616667,1.4,3,1,32.816666999999995,53.4,3,50
2/6/2021,2021,2,6,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.024118,0.034,10,31,0.295833,0.4,0,5,0.833333,1.6,6,1,16.508333,34.7,7,32
2/7/2021,2021,2,7,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.026176,0.034,21,31,0.370833,0.5,2,6,0.6625,1.5,0,1,22.883333,44.8,2,42
2/8/2021,2021,2,8,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.017133000000000002,0.031,8,29,0.229167,0.3,0,3,0.7318180000000001,1.1,22,1,18.5375,45.4,23,42
2/9/2021,2021,2,9,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.010941,0.013,9,12,0.429167,0.6,5,7,1.241667,1.9,20,1,29.861905,44.8,5,42
2/10/2021,2021,2,10,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.031118,0.036000000000000004,10,33,0.279167,0.4,0,5,0.991667,1.9,7,1,17.091667,28.8,6,26
2/11/2021,2021,2,11,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.032941000000000005,0.036000000000000004,9,33,0.25,0.3,0,3,0.7625,1.1,20,1,11.916667,14.4,22,13
2/12/2021,2021,2,12,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.027267000000000003,0.032,8,30,0.2,0.2,0,2,0.9,1.4,4,1,14.383333,21.4,22,20
2/13/2021,2021,2,13,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.026235,0.031,7,29,0.225,0.3,18,3,0.916667,1.9,17,1,14.4,25.6,18,24
2/14/2021,2021,2,14,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.026765,0.029,10,27,0.2125,0.3,0,3,0.9875,1.7,19,1,14.191667,18.6,19,17
2/15/2021,2021,2,15,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.020176,0.024,22,22,0.258333,0.3,0,3,0.8375,1.4,2,1,16.2375,25.5,19,24
2/16/2021,2021,2,16,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.024,0.031,23,29,0.311765,0.5,14,6,0.6409090000000001,1.2,10,1,16.379167000000002,36.4,10,34
2/17/2021,2021,2,17,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.029882,0.034,9,31,0.225,0.3,0,3,0.6714289999999999,1,18,1,10.410526,22,21,21
2/18/2021,2021,2,18,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.025176,0.026,10,24,0.2,0.2,0,2,0.516667,1.1,13,1,13.95,19,9,18
2/19/2021,2021,2,19,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.023471,0.027000000000000003,7,25,0.225,0.3,18,3,0.525,1,21,1,15.345833,21.1,15,20
2/20/2021,2021,2,20,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.036824,0.04,9,37,0.2,0.2,0,2,0.9625,1.5,6,1,10.416667,17.6,0,16
2/21/2021,2021,2,21,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.029941,0.041,9,38,0.2375,0.3,6,3,0.9125,1.4,3,1,14.125,45.6,21,42
2/22/2021,2021,2,22,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.017412,0.026,22,24,0.405556,0.5,18,6,0.613636,1.1,3,1,28.145833000000003,49.8,17,46
2/23/2021,2021,2,23,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.025529,0.03,19,28,0.31666700000000003,0.4,0,5,0.733333,1,10,1,21.747619,34.5,6,32
2/24/2021,2021,2,24,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.030235,0.035,23,32,0.308333,0.4,9,5,0.783333,1.7,6,1,22.2,37.2,6,35
2/25/2021,2021,2,25,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.034235,0.04,9,37,0.220833,0.3,0,3,0.554167,1.4,21,1,11.25,25.9,21,24
2/26/2021,2021,2,26,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.032294,0.037000000000000005,7,34,0.2375,0.3,0,3,0.683333,1.5,6,1,14.054167,24.3,17,23
2/27/2021,2021,2,27,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.022412,0.026,22,24,0.2875,0.4,15,5,0.3375,0.5,1,0,20.783333,34.2,13,32
2/28/2021,2021,2,28,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.025933,0.031,21,29,0.31666700000000003,0.4,0,5,0.420833,1.1,2,1,16.895833,33,8,31
3/1/2021,2021,3,1,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.03,0.038,20,35,0.227778,0.4,15,5,0.30454499999999995,0.7,19,0,15.4875,44.2,8,42
3/2/2021,2021,3,2,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.028412,0.039,8,36,0.208333,0.3,22,3,0.566667,1.2,20,1,10.838095,33.4,23,31
3/3/2021,2021,3,3,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.030412,0.037000000000000005,10,34,0.291667,0.4,6,5,1.054167,1.7,6,1,21.729167,39.1,6,37
3/4/2021,2021,3,4,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.037412,0.038,10,35,0.25416700000000003,0.3,0,3,0.570833,1.6,6,1,10.570833,25.4,0,24
3/5/2021,2021,3,5,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.036941,0.04,9,37,0.2,0.2,0,2,0.608333,1.1,20,1,8.491667,15.2,19,14
3/6/2021,2021,3,6,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.033588,0.038,8,35,0.2,0.2,0,2,0.654167,1,3,1,8.229167,16.2,5,15
3/7/2021,2021,3,7,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.036353,0.04,9,37,0.2,0.2,0,2,0.7125,1.1,6,1,7.558333,14.5,0,13
3/8/2021,2021,3,8,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.028353,0.042,9,39,0.270833,0.4,8,5,1.031818,2.5,6,3,16.104167,37.9,21,35
3/9/2021,2021,3,9,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.033529,0.048,11,44,0.308333,0.4,2,5,1.091667,1.7,6,1,20.468182,40.6,6,38
3/10/2021,2021,3,10,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.032,0.04,11,37,0.304167,0.5,7,6,0.566667,1.6,6,1,18.304167,40.8,6,38
3/11/2021,2021,3,11,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.028588,0.036000000000000004,10,33,0.404167,0.5,10,6,0.7,1.4,9,1,31.5625,53.6,9,50
3/12/2021,2021,3,12,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.042882,0.045,9,42,0.25416700000000003,0.5,0,6,0.35,0.8,0,0,9.108333,18.3,0,17
3/13/2021,2021,3,13,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.033941000000000006,0.041,9,38,0.17916700000000002,0.3,22,3,0.420833,1,23,1,7.895833,22.6,21,21
3/14/2021,2021,3,14,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.041353,0.043,8,40,0.195833,0.3,0,3,0.570833,1.5,0,1,7.85,17.4,0,16
3/15/2021,2021,3,15,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.034824,0.04,9,37,0.172222,0.2,11,2,0.631818,1.2,19,1,7.4909089999999985,15.3,21,14
3/16/2021,2021,3,16,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.030235,0.032,18,30,0.2,0.2,0,2,0.45,0.9,6,0,14.2375,22.5,6,21
3/17/2021,2021,3,17,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.019471,0.023,9,21,0.25,0.3,12,3,0.408333,0.7,7,0,21.620833,36.2,22,34
3/18/2021,2021,3,18,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.021824,0.033,23,31,0.320833,0.4,8,5,0.329167,0.7,20,0,24.720833,44.9,6,42
3/19/2021,2021,3,19,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.030824,0.038,9,35,0.204167,0.3,0,3,0.8125,1.2,10,1,9.441667,20.9,22,19
3/20/2021,2021,3,20,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.018941,0.041,10,38,0.245833,0.6,23,7,0.925,2.3,6,3,19.979167,48.9,23,45
3/21/2021,2021,3,21,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.025118,0.043,9,40,0.483333,0.9,3,10,0.954167,2.8,5,3,25.941667,47.1,23,44
3/22/2021,2021,3,22,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.034941,0.049,10,45,0.433333,0.7,6,8,0.913636,1.9,8,1,23.641667,45,0,42
3/23/2021,2021,3,23,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.029,0.039,10,36,0.229167,0.3,0,3,0.4,0.9,0,0,14.636364000000002,22.6,7,21
3/24/2021,2021,3,24,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.025176,0.029,14,27,0.216667,0.3,0,3,0.266667,0.6,1,0,15.154167,22.2,3,21
3/25/2021,2021,3,25,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.012294,0.017,8,16,0.333333,0.4,10,5,0.2125,0.4,12,0,26.2375,36.3,19,34
3/26/2021,2021,3,26,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.039529,0.045,13,42,0.241667,0.4,0,5,0.183333,0.5,11,0,11.879167,30.2,6,28
3/27/2021,2021,3,27,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.037824,0.046,9,43,0.191667,0.3,23,3,0.258333,0.5,5,0,7.608333,19.5,23,18
3/28/2021,2021,3,28,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.028059,0.035,20,32,0.245833,0.3,0,3,0.175,0.4,0,0,12.583333,25.1,18,24
3/29/2021,2021,3,29,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,0.034,0.04,10,37,0.2,0.2,0,2,0.440909,1.2,20,1,6.1227269999999985,12,20,11
